,val_text,val_true,val_pred,bleu_score
864,best market rinse well pan fry dice potato salad add crockpot meals last minutes heat thru,used for years camping salads fried eggs ham,great stuff,0.0
865,read reviews product high hopes healthy decent tasting cup noodles needless say found true first consistency gross second taste awful maybe accustomed eating crap think twice ordering product wish,horrible,yuck,0.0
866,packaging excellent candy arrived perfect condition fresh never eaten kit kat crisp fresh time eaten fair share kit kat candy say pleasant transaction,kit kat heaven,great gift,0.0
867,salt vinegar bbq rock plain really care cheddar nice start variety pack find ones prefer,salt and vinegar and bbq rock,yum,0.0
868,ordering happy tot food past six months via subscribe save son devours combinations easy use recently son stopped taking food spoon let squirt pouches mouth also used fruit blends older sons smoothies,easy safe delicious baby food,my son loves this,0.0
869,mom found candy absolutely hate nauseated candy really helps nausea frequently work someplace inconvenient take anti nausea pill candy fixes right could find something bloody headaches would completely happy,this candy helps lot with my nausea,thank you thank you,0.0
870,first expected like dry jerky wet soggy spongy texture something putting flavor like wet dog food first bite seemed okay could finish even though small regretfully decided buy anyway based reviews read one star reviews thought cannot bad people must clueless must expecting taste like real jerky course soooo wrong,wanted so much to like it,not the worst,0.0
871,bought product use new popcorn machine flavor absolutely delicious agree reviews read tasted like theater popcorn old maids left pop buy supply runs,great northern popcorn delicious,great popcorn,0.36787944117144233
872,crunchy taste dolce truffle two large cookies individually wrapped goodness good wrapper contains two thick wafers sealed together chocolate chocolate also surrounds along cashew roca favorite basket sweet butter receive ten average sized cookies round two oblong two pretzel shaped two donut shaped good nice relief chocolate caramelized belgian receive six individual wrapped small rectangle shaped cookies nice taste cloying sweetness would think would well served earl grey tea black coffee stars,do you love sweets,delicious,0.0
873,tried found salty plus ate fish sauce fish realized kind redundant kidding course stuff great,way too salty,great seasoning,0.0
874,cannot say enough good things chocolate dried cherries inside great quality milk chocolate rich compliments slight tartness cherry well bit expensive though found smaller tubs local trader joe december much cheaper seen since mind paying though since high quality received order today arrived quickly bags big enough last long time would definitely recommend love cherries chocolate,delicious,delicious,1.0
875,others mentioned little guys salty dry crunchy bits baked cheese like cheese spills edge frozen pizza burns baking sheet liked plainer flavors taste like cheese unusual flavors seem saltier artificial tasting always scrape little baked bits cheese aluminum foil baking sheets give try,the regular flavors are good,not my favorite,0.0
876,izze sparkling juices generally pretty good one unfortunately taste apple juice,not their best,good but not great,0.25
877,quick great snack wheat sensitive use snack dessert year old son celiac disease loves chocolate ones good like berry ones though,these are great snack for those wheat sensitive,great for gluten free diets,0.21952465443761057
878,love love love noodles make least twice week everyone house eats including kids mixed sauce tomato sauce delicious,miracle noodles,great for cooking,0.0
879,good coffe good value tried others stick one tried others stuck one,good,good coffee,0.5
880,standard reference canned espresso starbucks doubleshot espresso drink cans espresso bite doubleshot calories compromise flavour low calories,calories but does not have much bite,too sweet for me,0.0
881,bought amazon sept apri price maybe time buy jalapeno stock victoria hot jalapeno peppers diced ounce units,price increase,great chips,0.0
882,thought food good cat picky digestive system seemed tolerate pretty well puking started obsessive grooming open sores body biting skin research seems bunch cats skin allergies erupt food edit probably fair given food star review initially ingredient list seems good probably cat allergic food find odd however many cats seem get sick food time makes wonder ingredient used excess,cannot stop licking scratching his own body,my cats love this,0.0
883,paid ounce pkg lunch today bought brown rice good carb soon tasted one tasted like corn chip checked ingredients name deceptive masa corn flour listed ingredients overwhelms taste buy get sunchips less money similar taste,over priced chips and lack rice taste,not what expected,0.0
884,agreed rave reviews maybe months ago changed tea ruined pathetic lipton regular tea like bold flavor cream british style even tried tea bags still taste used tea years exremely picky tea tea big part family day change british tips tea irish breakfast tea pretty good,they changed it,not bad,0.0
885,coffee delight pretty picky selection coffee one meets requirements bravo bravo bravo,it is the best,great coffee,0.0
886,kool aid type taste wakes shakey jitters goes right though keeps regular,good for what it is,pretty good,0.11156508007421491
887,love popchips may take time getting used used oiliness potato chips calories per bag buying pack saves money per bag sooo tempted eat many bags around,low calorie tasty snack,delicious,0.0
888,resident american southwest probably would eaten taco bell restaurant serves americanized mexican food tacos burritos quesadillas nachos etc delicious especially small packets sauces eat occasionally frankly remember tasting sauce restaurant thick creamy hint chipotle chili pepper sour taste reminds salad dressing well salad like tacos burritos either sauce overpowers food masking favor instead enhancing doubt buy sauce,not for me,taco bell chipotle sauce,0.0
889,keeps son quiet happy like organic gets treat doctor somewhere need keep quiet little,my son loves them,great for little ones,0.0
890,read ingredients corn meal soybean meal corn gluten meal documented grains cause inflammation arthritis diabetes research dogs really eating look ingredients stella chewy products pawnaturaw products love fur babies know rachel ray loves hoping would given better product late rachel formulate,corn and soy no no no,good food for dogs,0.0
891,dogs always loved chews time finding stores great able order online came promptly packaged well order site thanks,petrodex,great product,0.0
892,husband went wheat free months ago first bought expensive loaf rice bread dry nasty gave dogs bought bread machine purchase namaste gluten free bread mix fear relieved happy tried finished product moist quite tasty one thing know loaf requires whole egg egg whites ended lot left yolks purchased white well mix works wonderfully bread machine,namaste gluten free and yummy,the best gluten free bread,0.4
893,enjoy ginger dundee preserves taste great crackers bread texture allows easy spreading runny also stays fresh stored refrigerator,great ginger preserves,great for dieters,0.3333333333333333
894,pill pockets make unpleasant task think pet illness much easier taking frustration giving medication instead use force pill throat think getting treat works well use cat month woke middle night dream treat could hold pill ready make least hundred thousand bucks google search turns already exists sending money instead well excellent product,pill pockets make an unpleasant task much easier,great for sensitive stomachs,0.0
895,delicious brimming flavor individual piece crunchy tough chewy hard close house get three bucks pouch addicting sounds expensive takes ounces sliced strawberries fill bag guess bad nutrition facts servings per container calories sugar content half soda gdietary fiber total fat vitamin,delicious with natural flavor,delicious,0.049787068367863944
896,amy brians coconut water yum plain tetra pack great ones glass bottles green cover cannot remember name pure coconut water great one pineapple good added cane juice superfluous natural sweetness coconut water pineapple juice makes water taste thicker healthy wish brands stick name drinks ingredients,bleh cane juice is rd on ingred list,great taste,0.0
897,two aging yorkies love chef michael grilled sirloin generally understood yorkies picky dog get exception neighbor dog gained lot anticipation excessive dog food buy product turn noses walk away even hungry chef michael however top like list bag comes wagging tails loving faces could owner ask effort eliminate another brand thought could fool mixing chef brand alas dogs proved smart selective assumed eating position began literally push aside brand food rapidly consume chef,our dogs love chef michael,my dogs love it,0.38940039153570244
898,community coffee colombia classico standard quality everyday type columbia coffee comparable eight clock columbia coffee good aroma first open bag one tablespoon per cup results decent strength coffee typical drip coffeemaker premium coffee becomes good value discount price,standard quality columbia coffee,good coffee,0.18393972058572117
899,like lot cheese flavor used ground turkey instead beef really enjoyed buy,if you like cheesy,good stuff,0.0
900,packing poor mix spilled packing box could get enough make pancakes good,red velvet pancake mix,good product,0.0
901,picky iced tea huge fan lipton past fond powered drink mixes general thought would give try since lately time make proper iced tea excellent sweet enough fruity almost like tea flavored syrup get restaurants addicted cannot back hum drum crystal lite flavors blackberry pomegranate best also tried mango pineapple really good mention crystals little harder break cold water single drink mixes however clearly states box extra effort absolutely worth,threw away my crystal lite,delicious,0.0
902,absolutely yummy liquor infused cherries bad jar,great product very expensive though,the best,0.0
903,almost gave one five star later find one better take worth one good good great flavor fast super filling terrific quickie snack lunch kids love one much,very good,great taste,0.0
904,difficult find stores sell eclipse mints really like pleased buy amazon however arrived find local store lower price well,great mints,great product,0.5
905,great tasting plenty spice like hot fits bill taste like made top quality ingredients best tasting hot bbq sauce found,love it,best ramen ever,0.0
906,recieved coffe first time san francisco bay fog chaser like bold coffee one delivers great balance flavor cup design works great much less waste price outstanding thanks san francisco coffee,coffee as good as green mountain,great coffee,0.06766764161830635
907,brit steeped strong black tea sure revolution white pomegranate tea absolutely delicious light yet flavorful low caffeine content makes ideal evening pot tea course iced tea hesitated recommend case run,revolution in tea,delicious,0.0
908,great packaging easy handle open plastic bottles good natural taste works well smoothies would consider purchasing pricing,organic apple juice,great product,0.0
909,around world tried many dark chocolates opinion santander dark chocolate cacao best hands highly recommend colombian wonder,the best dark chocolate,best chocolate ever,0.47768754038252614
910,delivered quickly bought grain free dog however care think kibble rather small aroma salmon based foods donating remainder animal rescue group,am sure it is great food but,my dog is not impressed,0.13406400920712788
911,small packets powder mix water make green tea beverage tested blackberry pomegranate summary like iced tea sweet want diet version probably like likes low calorie calories taste hint honey front mild green tea flavor coupled fruit portable one small packet makes sweet personal preference like iced tea sweet probably like personally like half sweetener sure diet drink makers feel need make artificially sweetened drinks sweet main flavor taste splenda sweetener dissolves slow seconds stirring still couple clumps,but bit too much splenda for my taste,sweet and refreshing,0.0
912,friend came visit insisted like powdered tea well guess buys drinks told really know expecting expect got agree tea tea fridge summer long drink least half gallon day perhaps looking really good diet drink taste like diet drink want soda product looking amazon sells reasonal price delivered door try like,best ice tea ever made,not the same as the original,0.0
913,bought packets costco bucks wish ive several brand stevia products like truvia stevia raw purevia big tea drinker hot tea well purevia made tea smell funny kind like cardboard smells truvia stevia raw far better tasting purevia make beverage smell funny either,makes your beverages smell funny,it is the same,0.0
914,love product would buy online get much cheaper sams club works great without crash like would energy drink wears love orange fan orange pop,cheaper at sams club,hour energy,0.0
915,blessed picky eater months old son barely solids read happy bellies switched cereal earth best son likes relieved constipate like earth best definitely plan try happy bellies products future,he likes it,my son loves this,0.0
916,fat milk healthier butter alright great esp considering price doctored bit added madagascar vanilla flaxseed psyllium usually pancakes tasted bit better overall rating stars stuck eat purchase probably try next time full fat milk butter recommended see makes difference probably highly recommend organic pancake mix also amazon tastes much better fluffier like whole grain pancakes also love kodiak buttermilk mix also amazon healthy hearty good even kids love best add water makes portable even took hawaii,nothing special for what you pay,good but not great,0.0
917,get local stop shop come amazon groceries way priced,the best coffee have ever tasted but,great taste,0.0
918,callard bowser english confection company used make small licorice toffee candies magnificent inch size dark green black color sometimes would loose cellophane bag times could find stacked slim box size large cigarette case striped silver black wrapper could get enough although callard bowser licorice long extinct closest creamy taste licorice tasty like lot hope discontinue ordering,yum yum reminds me of callard bowser licorice,good but,0.0
919,product provider excellent provider went way ensure product arrived safe sound amarena rare find particularly pleased opportunity buy online product provider,first class service and product,great product,0.11156508007421491
920,bag got seemed mostly lemon lime gummy bears flavor good expected fine kids grandkids like adult disappointed even kids said decided order,the taste was not as good as expected,good gummy bears,0.06295853427918728
921,cashew almond bar tasty eat whenever hungry want healthy snack noticed eat working give energy love bars nice chewy crunchy nuts tasty combination highly recommend,great tasting healthy bar,great bars,0.18393972058572117
922,never used make hot chocolate drink favorite chocolate use cookies chopped chunks mixed dough stands normal chocolate chips beautifully slightly grainy texture comes baking perfectly intact creates wonderful contrast chewy cookie try wonderful,excellent chocolate,delicious,0.0
923,purchased product previously comes packed contents secure pieces intact friends given gift happy product quality,good product,great deal,0.0
924,kind expected something would taste nothing like peanut butter stuff taste like regular peanut butter consistency mix taste similar low quality peanut butter high end less sugar healthy kind peanut butter always weakness excited alternative wont kill daily diet even good enough eat without kind cracker etc side gave stars price much expensive regular peanut butter considering trade many fewer calories consider worth,thought it was too good to be true,good but not great,0.09196986029286058
925,always favorite house never wrong even drink black like add flavored creamer like daughter boyfriend either way good,one of our favorites,love this stuff,0.0
926,really enjoy mix tasty full nutrition big health food fan really took great salads pita sandwiches even tossed fruits veggies juicer great price good product product arrived time minimal packaging major bonus book give stars encountered duds could also knew sprouting,yummy,great product,0.0
927,age limit think breast fed babies one allowed eat babies need probiotics young age daughter ate couple hours later projectile vomited place spit ever wished would bought one bag bought whole lot think like little older used eating foods mostly breast fed eats solids,my month old daughter threw these up,my daughter loves this,0.23618327637050734
928,sauces use ice cream frozen yoghurt sundaes fruit shakes custards yummy syrups pancakes waffles fact zero sugar major plus diabetics well seek alternatives sugar overload want sweeter taste suggest adding mere eighth teaspoon xylitol use place sugar healthful tastes like sugar xylitol adds single calorie blood sugar values promote sugar high low crashes small addition xylitol really punches overall taste bottom line family really likes izze clean sparkling light taste plus health benefits pomegranate fruit specific drink,sparkling and light,great sugar free pudding,0.0
929,soil unpredictable except definitely deadly add fertilizer first two months unpredictable mean even without adding fertilizer may burn plants due hot spots soil months time release nutrients come use prize garden stock without testing first simply cannot control nutrient uptake potting soil,deadly if you,great for my cats,0.0
930,husband loves candies getting harder harder find terribly disappointed well scented gum ordered horribly stale plain old expected lot amazon would hesitant order perishable products amazon future,old and stale,stale,0.1353352832366127
931,first time tried moonstruck chocolates hooked best chocolate truffles ordered truffle box arrived quickly everyone try moonstruck chocolate really treat,chocolates,delicious,0.0
932,product excellent group people celiac disease tasty treat sunday brunch problem cost know celiac disease cheap,product for celiac,great product,0.3032653298563167
933,daughter wheat intolerant picky eats good cook longer directions package says add favorite sauces,great gluten free pasta great price,easy and tasty,0.0
934,whether like candy depends lot buying older like looking grape licorice laces sold department store candy counters candy stores bunch sixties seventies disappointed even remotely similar candy order last hope find kind liked kid seems simply made anymore personally really care taste means nothing since looking kind use sell,not the kind from the,good candy,0.0
935,husband allergic wheat therefore gluten free diet must hoped see one day gluten free version cream type soups well kudos pacific natural foods coming cream celery cream chicken cream mushrooms gluten free love stuff ordered case must pantry stuff great quick meals including rice chicken dish using cream mushroom hope see companies pay attention need gluten free stuff huge fan pacific natural foods good,gluten free at last,not gluten free,0.47768754038252614
936,first pod coffeemaker senseo relegated garage limited coffee options weak tasting coffee bought keurig based amazon reviews liked first love found dark deeply satisfying roast makes day full coffeehouse flavor bitter aftertaste one three featured varieties office timothy breakfast blend coffee people black tiger tully italian roast three subscription hit staff client partners btw personal choice almost always one,this is the reason to own keurig,good coffee,0.0
937,great people asthma like taste best results able breathe freely congested feeling better inhaler although let tea steep recommended minutes yogi teas breathe deep tea bags,yogi tea organic breathe deep tea bags,great tea,0.0410424993119494
938,enjoy ann house soy energy blend started buying costco stopped selling started selling ann house edamame like soy energy blend much better good apparently healthy,review of ann soy energy blend,energy drink,0.06766764161830635
939,month old weimaraner allergic beef makes finding treats bit challenge luckily found zuke right away beef wheat corn small size moist texture best training reinforcing good behavior tried chicken peanut butter salmon flavors salmon definitely favorite next think get rabbit flavor try,favorite treats,great snack,0.0
940,like boxed meals require refrigeration handy office quick lunches tried taco bell meals tend dry processed tasting healthy choice take little preperation worth time taste better rice pasta taste feel like natural kind,better than,good but not great,0.0
941,great low carb alternative arrived fresh unbroken satisfied amazon purchase,great crackers,great,0.36787944117144233
942,always looking cocoa rich smooth flavorful longer available hershey european dutch processed silver label one comes close works well baked goods makes delicious cup hot cocoa,the best have had lately,best cocoa ever,0.17113903967753066
943,pleased product coconut manna versatile ideal health conscious individuals whether vegetarian non vegan family members loved meals prepared nutiva coconut manna,nutiva coconut manna,great product,0.0
944,cats adore cat food ingredients like beef beef broth lobster fresh yukon gold potatoes easy understand addition mouth watering ingredients fact artificial colors flavors preservatives costly regular supermarket type canned cat food benefits undeniable made right highly recommend superior canned cat food companions thank,no artificial flavors colors or preservatives,my cats love it,0.0
945,month old shih tzu year old white fluffy mix weight lbs lbs respectively eats scoop day bag lasts months yes lot weight also full filler lot dogs eat need food lacking nutrients pure meat dogs love apples bananas oranges love lamb warning moved could find ziwipeak would touch anything else bought seriously hooked love huge fans,our dogs love it,my dog loves this food,0.0
946,love brand freeze dried fruits taste good really sweet ingredients besides fruit package size perfect serving year old son addicted gerber toddler finger food freeze dried strawberry banana mix eats brothers natural feel like adult food nice large flat pieces rather little cube pieces,freeze dried fruit,great for toddlers,0.0
947,fan velveeta cheese thought would like year old even liked picky eater good chicken though probably helped enough feed family debate could feed four liked enough keep buying good job kraft,quick and delicious,not bad,0.0
948,bought spray contain deet pump aerosol form however protection meager used beach honduras protect sand fleas husband chose use nothing ended half number bites still many bites even insect heavy areas central america resort deet product picardin based repellent little discourage biting flies much better mosquitos biting insects would use spray instances flying insects bothersome relentless areas health may depend repelling insects look elsewhere debbie lee wesselmann,so so protection,beware of this product,0.0
949,using castor pollux amazon dog decided try something different dog dug dog food right away helped maintain rough coat softer smoother food really helps keep weight healthy level catch cat sneaking dog food bowl eating food look getting harmony farms harmony farms really good quality food affordable,the cat likes it too,good dog food,0.0
950,disappointed someone enjoys spicy food picante chicken could hotter overall flavorful though bad,not that spicy,too salty,0.0
951,love haribo gummy bears although lbs may alot love put little snack bags store work car bookbag need study got great price see bag target little cheaper buy much time,love haribo gummy bears,great deal,0.0
952,little hard swallow well worth used drink two coffees day quit coffee product math actually saved quite bit money works well appetite suppressant well nearly hungry,great,good coffee but not as good as it,0.0
953,beautiful clear reddish cup delicious taste bite recommended without hesitation opened bag ordering already,good tea,great stuff,0.0
954,family wheat free years gluten free tried every mix found bisquick mix grocery store decided give try definitely best mix ever tasted smooth grainy know side side regular wheat pancakes would notice difference,that we have ever had gluten free bisquick,best gluten free bread mix,0.21952465443761057
955,order arrived excellent condition time oil tastes good heavy lite would recommend anyone looking good quality safflower oil,hollywood safflower oil,excellent quality,0.0
956,hands best manufactured gluten free bar ever tried however definitely like dessert cookie energy bar soft chewy fragrant coconut primary flavors oats coconut chocolate chips taste chia seeds one slightly means pretty small addition also non dairy potential allergic issue per bar calories fat carbs fiber protein sometimes used clif luna bars quick snack meal replacement added vitamins would one sweet sweeter standard clif non iced luna bar might incorporate occasional treat would definite recommend whenever,great for treat but not whenever,delicious,0.0
957,one things missed went gluten free good spicy molasses cookie offering nana definitely fits bill took one star simply pricey plus side cookies quite big nice option vegan treats tried make gluten free cookies failed miserably try make healthy appreciate amazon offering company offers low prices free shipping excellent customer service,great cookie little pricey,great for gluten free diets,0.2
958,great packaging amazing flavor make perfect product flavorful ketchup market tried dozens,perfect,best mustard ever,0.0
959,recently ordered edward sons beef cubes confess flavor frightens taste close actual beef read ingredients every time used additionally edward son uses palm oil palm oil texture beef fat scraped top one would scrape fat broth flavor excellent making seitan used simmering broth well put cube actual seitan mix tasty,scary good,pretty good,0.5
960,tasty little gummi candy strawberries come germany confused inferior gummi worm type candy states great consistency awesome flavor sweet deal quantity friends family try need pounds make sure get eaten lived,gummi strawberries to die for,haribo gummi candy,0.17113903967753066
961,dogs love every foster dog given treat replacement meal full great ingredients none bad stuff high protein fat content giving dogs day honestly dogs range pounds get cookie time husband veterinarian impressed quality ingredients great treat definitely buy,good for an occasional treat,my dogs love these,0.0
962,please research web product nearly killed dog dogswell jerky treats poison made china seem care killing pets fda told dogs died kind dog treats beware vet bills amazon please sell line talk fda dogswell happy hips dogs chicken breast ounce pouches find another product made usa furry friends get sick die,fda warning poison made in china,made in china,0.36787944117144233
963,find jack links teriyaki beef steaks excellent taste loaded protein without lot fat lot carbohydrates excellent choice camping trips etc price thru amazon beat satisfied,excellent protein,great for cooking,0.0
964,buying product years daughters could hot lunch school though could without little processed nature food really convenient busy mornings love raviolis love price amazon ability buy bulk,great for lunchboxes,great value,0.3032653298563167
965,tasty french merguez could find anywhere delighted arrived real thing,merguez,delicious,0.0
966,delicious flavor extraordinary totally make salad winner every time highly recommend anyone loves salads olives great combo,oh my word,the best,0.0
967,tried chips looking healthy snack quite tasty packing shipping however leaves lot desired box came completely smashed bags crushed chips bag actually intact rest crumbs dust disappointed packaging box within box type protection packing peanuts,tasty but pricey but beware the shipping,good chips but,0.08786571270524224
968,coffee great delivery great cups quickly becoming luxury many know like price cups roof know price coffee way cup month home coffee cup day user likely filling little make cup device far often,great coffee but cups are becoming luxury,great coffee great price,0.23618327637050734
969,hard get husband eat breakfast school takes two bars happy often hard find flavor local grocery stores amazon com came reasonable price came keep husband breakfast ready runs door mornings often like bar evening night snack,another husband favorite,great snack,0.0
970,purchased due health benefits warned flavor bland watery like raw pumpkin purchased case march cans slightly dented,pumpkin just pumpkin,good product,0.0
971,new gluten free community tried find bread kind eat bread close used came across chebe bread line thought hey might wrong wrong tried use two different bread mixes success bread tastes bad texture awful hoping still might find something actually tastes good ugh,awful,best gluten free bread,0.0
972,good buy tried using lemon meringue great tried baked pumpkin custard awful mostly use cream pies always turn great,good deal,pumpkin pie,0.0
973,numi tea far favorite tea bag mint tea refreshing course organic puts must list,favorite mint tea,wonderful,0.0
974,note bought item sold lifetime kefir longer appears case received teaspoon live milk kefir grains purchase expecting much week following enclosed directions kefir first got cup kefir every hours grains grew quickly less month getting pint kefir every hours several tablespoons worth grains rather wary buying product seeing reviews well worth money,much better than expected,great product,0.0
975,whole family enjoys tasty little candies sure describe flavor really addictive favorite haribo candies tried purchasing five pound bag big saving individual bags,delicious chewy candies,haribo gummi candy,0.0
976,although plain coconut water good enough taste additives says natural flavors read label see concentrate personally prefer pure coconut water nothing else additives concentrate reason additives also even though recyclable think brands earth friendly packaging reader opinion,read the label,the best,0.3032653298563167
977,product okay use topping appetizer stand small eggs middle road flavor right choice stand alone,just okay,very good,0.0
978,okay oatmeal actually firstly quaker maker quality products known quality generations secondly oatmeal heart healthy food help reduce cholesterol thirdly benefits inexpensive choice healthy breakfast like oatmeal since childhood product tastes good unlike many generic products taste maple well brown sugar flavorings well distributed throughout product every bite provides good taste well nutrition quality product good price like,healthy hot breakfast product,good but not great,0.0
979,heard miso soup good picked couple envelopes local grocer never seen since local store ordered amazon pretty good daughter quick lunch desk reorder good snack evening want little something,quick snack or even lunch,great soup,0.0
980,soup unbelievably delicious rich savory hardy yet low calories finishing bowl always want seconds never since filling soup much flavor able add vegetables without watering favorite addition leftover spaghetti squash,incredibly flavorful,best soup ever,0.0
981,kind chocolate feels waxy hard chew sticks mouth didnt expect cereal also didnt expect throw mess together said done bunch chocolate pieces bottom bowl flakes alone yummy chocolate,horrible,not the greatest,0.0
982,product seems result people going great lengths make feel good feeding dogs cannot imagine amount energy resources expended create organic dog treats really balance priorities perspectives perhaps animal nutritionist blessed recipe art department created bucolic packaging marketing folks carefully crafted spin product make feel good tucked away pantries bag time product appears house besides dogs actually like foul smelling foods roll knows sorts awful stuff find like sorts boutique really think reality check needed,reality check dry dusty and uninteresting and expensive,good food but not for small dogs,0.0
983,drink starbucks drip coffee instant tastes good great want make whole pot friends could believe drinking instant coffee,great quick cup of coffee,great coffee,0.22313016014842982
984,nice product good company complaint took month ship ordered never let know going,cups,good deal,0.0
985,really like pop chips flavor best expecting taste like chili peppers lime instead going chili pepper taste went chili food taste would bad except taste overwhelmingly tomato celery reason call tomato celery chips sounds gross one would buy unfortunately tastes like sounds,tastes like celery,not the best,0.0
986,eff flour securely packaged service fast made flat bread yesterday quality excellent assume people order flour already know make recipe package would convenient eff flour time refer cookbook recipe thrilled find source flour jane,flour excellent,great flour for flour,0.25
987,ever since switched puppy wolf cub never hesitates eat chow time comes quick eat breakfast dinner would barely touch food problem digestion absorption food stools evidence coat shiny filled put lots muscle certainly move adult blend time comes,very happy healthy puppy,great for my stomach,0.0
988,first let say think eaten authentic indian chicken curry rate comparability two however rate base liking delicious eaten indian cuisine one reviewer suggested like spicy therefore added tablespoon chili pepper mixture gave kick expect indian food bought one packet wish bought also packet says use boneless meat front picture floating sauce next time use cuts chicken,delicious yummy,good but not great,0.0
989,wherever world cannot survive without salad cream sandwiches hot new jersey potatoes course salads,all brits love it,best ever,0.0
990,husband really enjoys baking mixed bisquick mayo together make biscuits kind traditional kind baking flour behaves well leave floury aftertaste get cheaper flours impressed,best bread flour we have found,great gluten free baking mix,0.0
991,sure much candy ordering spread across boxes got maybe sets feet candies favor boxes wish gotten second bag good candies several guests told liked shower,good shower favors,great candy,0.0
992,love gum first purchased health food store yes gum little sticky first chewing fine tastes great worse chewing tasty gum little sticky chewing another gum full chemicals,love this gum,gum of the gods,0.25
993,local health food store bottle cheaper directly manufacturer even counting insane shipping cost course local health food store probably anywhere near point ordering product online seems quite pointless especially factoring shipping unless live middle nowhere considering direct manufacturer would think price would something reasonable juice quite delicious try several glasses week,great juice horrible price,good but overpriced,0.0
994,fault leonidas delay delivery chocolates sister christmas leonidas fully responsive covering order quickly possible told choclates delicious,sweet service five stars,great gift,0.0
995,bar bar tasted bad visible mold bars still months expiration date quote food researcher pathogens cannot survive water activity food illness risk microorganisms concern molds yeasts summary lara bar labeled bad high enough support growth mold yeast lara bar sample also fairly high high enough support growth mold yeast standard practice target less equal shelf stable products order avoid growth pathogens spoilage organisms manufacturers targeting unless adding preservatives know give bars yet right really good,bars were moldy,bars are not what you think,0.16666666666666669
996,although quite give boost monster red bull kick tastes great,better alternative to energy drinks,great energy boost,0.17113903967753066
997,taste slightly sweet buttery nutty must pointed oat groats organic healthy ages soak water boiling hours overnight cook min perfectly right grateful farmers seller best product diet,great oat groats,yummy,0.0
998,caught bringing bag upstairs write review started performance happy perform food would probably starve anyway bag smell like doggie chewie inches long inch diameter hard circular chewie mix particles covered perforated raw hide looking cover wrapper says mini congo contains artificial peanut butter flavor good digestive support says high protein low fat contains source papain enzyme net weight package says helps clean teeth chewing primary ingredients beefhide rice flour long last depends dog tippy disappeared probably chew days,another love of tippy the pampered poodle,very good,0.0
999,bought keurig brewer impressed worked different types coffee brewed however realize expensive coffee cups would could spend dollars month coffee found disposakups great idea easy use best part fact thrown away wash insert keurig provides cups leak work perfectly ordering,disposakups are fantastic,good coffee,0.0
1000,discovered sparkling ice beverages month ago quite good come variety characteristics like zero calories good weight watching ever slightly carbonated nowhere near typical carbonated soda slightly sweet tend like much lower sweetness even sweetness might better taste mild excellent like orange mango better two flavors tried bottle ounces alone easily split two bought local store things way appearing disappearing good know available line good product light refreshing gary peterson,good drink light and refreshing,good taste,0.11156508007421491
1001,company sent beautiful pink long stem roses ever seen mom mother day arrived superb condition roses fresh mom impressed definately order,absolutely amazing,great gift,0.0
1002,right one pack box cost used buy pack amazon first time write bad review product amazon never mind lesson learned really look details product purchase,warning one pack for,not the same as ordered,0.0
1003,product arrived time intact fresh unable find local stores told seasonal delighted able get online suspect price comparable,chocolate wafers,great product,0.0
1004,celiac sensitivity gluten honestly know healthy know great option people tryingto eat normal possible option great meal saver wife last year celiac got sick tired tasting gross tasting options super simple meat vegetables options meals made types breakfast items biscuits even fried food bout little www amazon com ref til tag camp creative short great option also quite tasty allowing wife make one meal worrying taste bad hope helpful,it tastes good,great gluten free snack,0.0
1005,snack great treat must mindful calories servings package snack yummy tempting easy consume whole package entire package contains calories open bag divide servings way stay diet enjoy delightful treat without feeling guilty,excellent treat,yummy,0.0
1006,sucks food right like sucking bottle happily fed seconds found chance kid meltdown shopping cart grocery store fed right cart minute way finish shopping trip peace fast messy bowls utensils carry around kid loves hooked ever since leave house without great long car trips running errands around town little pouches sanity mom baby love convenience kid loves taste using months kid since refused eat jarred baby food still suck without complaints try hope help make life little easier,must have for feeding on the go,healthy,0.0
1007,four cats like food since one serving per would better buy one cat family smell bad looks nice daughter kitten liked much quality product seemed high,finicky cats,good for cats,0.3333333333333333
1008,got gift boyfriend eats loved tasty delivered quickly,,great gift,0.0
1009,purchased salt recommendation doctor hair mineral analysis years patients hair mineral analysis results since recommends salt salt get mineral nutrition best health company shipped product hrs ordering love,ships super fast great salt,no complaints,0.0
1010,worth know many espresso drinkers would tolerate sugar espresso drink espresso strong little stronger normally bland canned coffee maybe half way regular coffee espresso taste supposed made arabica maybe tastes like instant coffee maybe arabica based cold instant coffee stranded island anywhere decent cup real coffee option mood time make illy espresso option least good possibly better alternative canned bottled coffees words okay used directed expectations reasonably low note chilled use ice espresso abomination says espresso necessarily make,stirred not shaken,good stuff,0.0
1011,carrot pot ingredients tamarind dal onion salt ghee coriander sugar mint leaves curry leaves pepper spices soup vegetarian vegan contains ghee note label indicates five servings per packet two three much realistic makes less three cups soup would little half cup per serving realistic calories calories fat total fat gsaturated fat gtrans fat gcholesterol less mgsodium mgtotal carbohydrate gdietary fiber less gsugars less gprotein gvitamin vitamin calcium iron primary nutritional criticism high sodium content package contains sodium,delicious authentic and filling,very good,0.0
1012,campbell cream mushroom soup easy use tastes wonderful use lot casseroles adds taste moisture best texture dish family size cans work perfect family keep pantry stocked grocery item,red white family size cream of mushroom soup,best soup ever,0.06295853427918728
