,val_text,val_true,val_pred,bleu_score
1616,love delicious mangoes subscription option ship correct times received two shipments week one shipments supposed april notified shipped charged card,subscription does not work well,delicious,0.0
1617,pill pockets category think two sizes pill pockets choose capsule tablet size medication hidden within make dog pill taking easy job chicken beef welcome dogs drop medication little pocket roll ball watch dog enjoy new treat combine dog three small pills one pocket problem even small tablet size sure choose size pocket need capsule size unnecessarily large required greenies pill pockets beef pill pockets chicken capsules,no easier way to give pet medications,great product,0.0
1618,heard pumpkin crop bad last year surprised find product price free shipping,good product good service,great product,0.18393972058572117
1619,avoided products sugar added many years interim tried various healthy brands ketchup none even come close taste product really used ketchup often look excuse use brand light fresh taste really delicious thank organicville definitely going check products made company,delicious,the best,0.0
1620,tried many brands one favorites cheapest seen stores wawa box,one of my favorite brands good price,best coffee,0.0
1621,saw soup supermarket bought opened heated soup tasted soup dumped soup drain rinsed mouth mouthwash enough said,ugh,the best jerky have ever had,0.0
1622,like tea care spice though let stop drinking tea good cold cannot wait try bigelow herb teas,good,great tea,0.0
1623,salt pepper bad idea much really bad cashews almost inedible range recommend really like cashews,too much salt and pepper,not the same,0.0
1624,nice hazelnut formula taste aroma great cannot tell decaf except keep awake,nice aroma,good tea,0.0
1625,discriminating palates lovely medium amber color darker makers beam lighter lighter say kentucky spirit craig lovely nose full toffee walnut tobacco leather cream first sip opens bright honeyed corn vanilla notes oak arrive shortly blooms herbal floral aspects mute sweetness combined leather tobacco meets toffee aspect finish medium long bit dry oak vanilla floral qualities kiss distant smoke tasty experience lacking depth flavor best absence corn likker fruitiness appreciated good bourbon convincing scotch drinkers consider bourbon,and balanced is sophisticated bourbon,not bad,0.0
1626,like earl grey tea love zhena version fragrant flavorful much superior tea compared earl greys sampled,excellent tea,great tea,0.5
1627,love lemons hot drinks like tea cocoa gold kili ginger lemon beverage mix seemed like something would really enjoy instead terrible medicinal taste bit burn going aftertaste could even make entire cup beverage mix,yuck,not bad but not great,0.0
1628,ordered teabag sampler trying pomegranate tea brand item reached quick ordering tea bags really waste money satisfied aroma would expect premium green teas would never buy,disappointed with this purchase,good tea but,0.0
1629,received madhava organic agave nectar light ounce bottles morning arrived within three days excellent condition made pitcher ice tea must say best sweetener ever tasted put little finger instantly happy never use sugar taste pure sweet goodness thank madhava making yummy sweetener thank amazon making affordable diabetes weight help keep better quality life,angel,great product,0.0
1630,flavor nuts similar cinnamon toast cereal yet filling healthy containing little sugar almost salt would deduct star priced high supermarket blue diamond deserves credit restraint using quality ingredients producing sugar encrusted candy would trend charging huge markup minimal extra processing cost reviewer seems think contain lactose ingredients almonds evaporated cane juice brown sugar corn maltodextrin cinnamon natural flavors salt peanut free may contain tree nuts unless tree nuts comes cows think true,unique product well,tasty but too expensive,0.0
1631,got mom always sucking cough drop gummi minty like cough drop really likes unique gummi creation,great alternative to cough drops,hot sauce,0.0
1632,send germany sister law loved thank thank,she loved it,best deal,0.0
1633,far tried emerald products love fact buy case almonds every month mix home ground peanut butter little peppery peanut butter recipe super taste intense treat day would thought pepper would work cashews gooood try,excellent,not the best,0.0
1634,cereal really tasty generous portions strawberry thrown still trying figure whether weightloss achieved however quite filling satisfies hunger prowl eating around months felt overwhelmed makes good meal substitute,tasty cereal,great taste,0.0
1635,house coffee bean tea leaf convenient starbucks professional set home make product husband used flavored syrup like use starbucks really liked syrup bought recreate sugar free chai tea latte husband skeptical sugar free tried loved powder replaced syrup lot calories sugar free latte also world please advised husband found best results mocha adding vanilla coffee bean tea leaf chocolate powder ounce containers mixed hot milk combines espresso enjoys hot ice auto delivery frequently run next shipment highly recommended,we love love love this powder,best tea ever,0.0
1636,use product commercial kitchen bakery incredibly fresh clean orange scent bitterness alcohol scent quite concentrated found use half recipe calls also add teaspoon per cup orange juice required recipe give finished product extra orange flavor product contributes nicely overall smell taste finished product,delicious aroma very concentrated,great for the price,0.0
1637,started bringing packages back three four times year captured attention firmly makes coffee great unusual simply arabica colombian roasted french one coffee particular rare pedigree good quite good carte noire amazon terminology calls dinner coffee disagree always used exclusively morning europeans value rich taste coffee bold overpowering avoids giving thin bitter coffee taste one package grams last exactly five days brewed cup pot coffee philosophy going drink coffee buy drink best one find anywhere would lie something important,best commercial coffee ever,good for the coffee,0.25
1638,used small jar store happy camper got big jar lots less money favorite flavors basil garlic salt,great stuff,too expensive,0.0
1639,product help teeth doesnt really help get rid bad breath pom still good buy cause size perfect small breed dogs,likes it,great for dogs,0.0
1640,sprinkle seasoning food absolutely love use cook ready made food finish order,wonderful purchase,great product,0.0
1641,best earl grey tasted certainly acceptable regular drinking exceptional price makes great value stronger bergamot early grey tried find smokiness described perhaps quality varies batch batch stick instructions use one rounded teaspoon per ounce cup gets bitter makes lighter cup earl grey like,great value,great tea for the price,0.2
1642,recently purchased giant bag costco samples try blown away good bought two bags live close costco wish bought try chips good salty crispy little corny well little grainy naturally slightly sweet best chips great guacamole hummus plain worth hour drive costco,stars,delicious,0.0
1643,love sauce great marinade grilling also great use condiment burgers etc great tasting,great on almost anything,best seasoning ever,0.0
1644,chips around ages suckers start eat half bag gone day two eaten chemically laden version years remember neon orange junk got stuck fingers robert pirate booty delicious addictive warned,love em,love these,0.5
1645,really like product taste great coffee tea lost weight cutting sugar replacing honey agave nectar,great way replacing the sugar,great tea,0.11156508007421491
1646,authentic strawberry scent flavor tasty hot iced best one ahmad lineup flavored teas fan strawberry fruit tea mild tasting yet full flavor,the tastiest of the ahmad flavored teas,delicious,0.0
1647,bit wine gum snob rely relatives holland regularly refill supplies recently dry spell decided buy gustaf amazon desperation excellent wine gums perhaps bit chewier flavors bit stronger favorites small margin savoring dutch supplier comes visit weeks,very good wine gum,great product,0.0
1648,usually big banana nut fan quaker bar absolutely fantastic filled delicious taste low calorie absolutely great snack breakfast thanks influenster,happily surprised,delicious,0.0
1649,seasoning spicy yet slightly sweet flavor want something authentic tasting love,authentic mexican flavor,best hot sauce,0.0
1650,first received bar influenster voxbox complimentary bar really good love almonds drove town trying find without luck know stop amazon first everything found ordered score quaker soft baked cereal bar banana nut bread ounce packages,quaker soft baked banana nut bread bar,delicious,0.0
1651,thought granola tasted pretty good crunchy overly sweet wish dried berries though also people hate coconut coconut granola flavor subtle tried milk liked better without milk chunks bit big eat spoon sure easy smash smaller chunks bag also filling enough eat breakfast get hungry soon,crunch granola dark chocolate and red berries flavor,tasty and healthy,0.06295853427918728
1652,vegan organic different fruits veggies prominent apple flavor similar kettle valley thicker soft bars super healthy eleven organic stars gave four stars caution amazonians may find bit far really natural healthy eating like look appealing definitely review makes difference see reviews great choices check vegan grocery favorites vegan grocery top ten listmania helpful votes count greatly appreciated benefit search others thank,vegan organic choice,my dog likes it,0.0
1653,little average coffee fits time year decided mix varieties coffee beans came well let say used daily couple pots hazelnut alone little better average buy seriously doubt serious worth repeating type coffee flavor coffees considered many bottom barrel terms quality presence become perfect mix adding flavor wether true agree fact non flavor coffee better buy stars,stars,best coffee ever,0.0
1654,past year monthly shipment diedrich french roast sent house discontinued subscribe save product disappointed find new french roast reading reviews decided give san francisco bay try bit skeptical package picky taste however brewed first cup love really rich flavor seems natural oils would find french press sounds crazy seems true aroma wonderful well gotten end first cup quite yet know sediment hey like french press little sediment kill plan make coffee new subscribe save,pleasantly surprised,great cup of coffee,0.0
1655,could find grocery stores ordered amazon makes great tasteing crab cakes,not in grocery stores,great product,0.0
1656,wow looking diet drink low sugar carb aspartine found drink great ingredients,great taste for diet drink,best tasting,0.0
1657,ordered many boxes citrus zipp fizz one places get citrus reasonable price never problem find enjoy zipp fizz morning much cup coffee,good stuff,best cup for the money,0.0
1658,tell first three ingredients beef beef hearts water also include glutamate corn syrup wish known,ingredients,the best,0.0
1659,dear friend sent sample case metromint little skeptical minty water took sip interesting took another started grow non mint flavor subtle really aftertaste mint light refreshing makes whole mouth feel fresh cool feel tingling way stomach metromint definitely tastes different refrigerated mint little allows supporting flavor shine strongly finishing gift sample case hooked metromint fridge every since tried going back propel propel become sweet cloying lightness metromint absolutely fantastic,very quick addict,the best,0.0
1660,pfeiffer french salad dressing absolutely best eat salads much acid dressings tends wilt greens finished diet monster salads hard boiled eggs tomatoes turkey cheddar cheese pretzels worried calories use half peiffer half salsa sure doctor would endorse kind diet lost pounds months peiffer products hard find,why is it so hard to get,best of the best,0.0
1661,regularly drink energy drinks occasionally weekends want fall asleep eight clock try one fear energy drink taste bad ones tried actually give energy guess worked still think tasted great left feeling bit jittery wired also get tired large amount liquid consume much prefer smaller quantity five hour energy supplement terrible must situation first thing would grab given options,not taste as awful as other energy drinks,not bad but not great,0.10976232721880529
1662,happy found online reasonable price two dogs love stuff upset stomachs plus love made china something look food looks pretty close people food see real chunks chicken veggies want give dogs manufactured stuff also time make dog food,my terriers love this stuff,my dog loves this,0.38940039153570244
1663,received order late oddly enough shipping box arrived perfect condition actual tin tea came dented may mean much except pay quite price tin found dented tin annoying assume company sent dented tin based shipping box,harney and pomegranate oolong iced tea,dented cans,0.0
1664,coffee prices really rocketed last several months like hearty cup start day starbucks way discretionary purchases real concern right glad turn amazon purchase starbucks reasonable price,starbucks coffee from amazon is good buy,best cup coffee,0.08786571270524224
1665,zero star rating guess rarely write reviews warn everyone remotely think going taste like ice cream highly disappointed taste like iced colored gum zero taste like picture think kind deceptive first cookies product brown color totally unappealing get past dig even biggest stretch imagination would mistake tasteless kind dessert nerve expensive totally wasted,zero you got that right,horrible,0.0
1666,sauce yet far potent richer tasting many chipotle based sauces least sauce chipotle flavor concentrated added vinegar overpowering certainly best tasting tabasco hot sauce currently available real competitor find yucateco chipotle hot sauce less vinegar bit tomato taste chipotle sauces taste tested diluted lack real flavor easily dis qualified try bottle like chipotle pepper love sauce also try yucateco chipotle also excellent yet bit different beyond two chipotle based sauces found chipotle based sauces even come close two,sauces that have taste tested out of seven,good flavor but not my favorite,0.0
1667,staple diet high fiber protein content tastes great probably everyones cup tea would really eat trying eat healthier people previous reviews correct price competitive though subscription pretty good especially considering kashi cereal close people buy walmart target often god awful places mean seriously drove walmart cereal damn expensive box cereal right walmart every week knock aggressively priced kashi think smart overpay items sure could buy boxes save money like would want waste time gas deal places like walmart,lol,best for those who have on hand,0.0
1668,best cat food ever cats love coats soft shiny eating month cannot recommend enough food feed days downside smells quite bit,amazing,great food,0.0
1669,herbs dough cinnamon teaspoon vanilla sugar soon take bread hot baking pan butter olive oil top wrap whole loaf aluminum foil keep moisture cools slice cooled bread put pieces wax paper slices freeze loaf freezer bag makes easy pop one slice time microwave seconds one days going try making hamburger buns baking dough small bowls bread mix easy compared buying bread stores price various ingredients try make scratch expensive buy boxes amazon best price far found anywhere,finally good gf bread mix,best have found,0.0
1670,pretty tasty humans mice basement found way inside stored box discovered ideal bait humane mouse trap six counting two days,and our mice love it too,not for me,0.0
1671,lbs lab hound mix likes toy figured works get food like carry around mouth rope entertaining hoped still giving time figure tried show never gotten food pretty smart dog,has not gotten the hang of it yet,not for dogs,0.06295853427918728
1672,wellness incredible food used dobes almost months shedding switched brand since switch almost months ago coats amazing like silk shedding one dobe sensitive stomach switched formula saw came loves sure little pricy worth loose stools shedding get comments time beautiful coats,great choice,great food,0.5
1673,favorite fortified sparkling juice brands serving size perfect saved time money izze delivered,izze,love it,0.0
1674,grove square milk chocolate cocoa cups great usually make hot cocoa scratch milk stove thought easier delicious add creaminess put either splash milk shot whipped cream perfect,yum,best hot cocoa on the market,0.0
1675,traveled extensively discovered paprika one many visits spain used buy cans bring back home personal use gifts spanish paprika best world wonderful smoky flavor,the best paprika,the best,0.6065306597126334
1676,bought peppers one purpose mind spicy meatballs cooking process peppers held peppers sweet barbecue sauce lbs meat baked slow cooked kept heat amazingly well warning product cannot tolerate significant heat,great peppers,great flavor,0.5
1677,never met dog didnt like good hips,dogs love them,dogs love it,0.6666666666666666
1678,use instead yellow blue stuff tastes better make brain fuzzy,use it everyday,it works,0.3032653298563167
1679,ended virtues unlike cornbread baked rises really high cup light fluffy crumbly like good corn bread either taste next none opinion taking big bites muffins generous amount butter still could get hint corn bread flavor trust say tried many different corn bread mixes past everything jiffy larry cable guys brand taste sense truly downright strange really awful tasteless cornbread ever reminded cheap cake mix texture taste cornbread even going bake pouch conclusion would recommend mix anyone price afraid,pass it up tasteless,not the best,0.0
1680,found steaz local tried sweetened flavors peach absolute favorite trying cut soda perfect replacement think peach flavor sweetest tasting though still lightly sweetened sugar container equivalent amount coke would sugar naturally sweetened organic evaporated cane juice high fructose corn syrup good choice,love it,better than the original,0.0
1681,giving two stars family didnt mind taste texture grainy biscuts fell apart easily fan pancakes believe really didnt good flavor wasting money tiny package either bigger package regular mix less fair allergies opinion,grainy texture,not good,0.0
1682,first time giving negative review products bought ordered item avoid tax competitive price costco quality taste different product bought outside stores like walmart target costco think buy,not good quality,good product,0.3032653298563167
1683,away using less real cherries expensive flavoring definition natural flavor code federal regulations essential oil oleoresin essence extractive protein hydrolysate distillate product roasting heating enzymolysis contains flavoring constituents derived spice fruit fruit juice vegetable vegetable juice edible yeast herb bark bud root leaf similar plant material meat seafood poultry eggs dairy products fermentation products thereof whose significant function food flavoring rather nutritional essentially means natural flavor derived real food process derived unexplained way know safe healthy natural flavoring,you pay premium to substitute fructose for sucrose,the best of the best,0.0
1684,served main staple coffee shop nothing rave reviews personal favorite well higher end coffee blends tried visited roaster seattle trained method brewing find one best companies roasting finer coffees espressos order directly web site fresh package get varied sizes thermo pot brewer packs bags ground whole bean favorite coffee,best in its class,best cup of coffee,0.25
1685,ribs splinter terribly small sharp pieces took away dog want risk intestinal perforation disappointed stick bully sticks bravo instead,very disappointed in ranger ribs,poor quality,0.0
1686,get flavor product salty brine chicken broth probably throw bags,just bag of salt,not good,0.0
1687,shock actually boil noodles rather simply soak boiling hot water preparation time still quick definitely worth noodles far thicker chewier standard supermarket top ramen noodles also come spice package dry ingredients packet contains bits seaweed mushrooms carrots usually put spice package add extra ingredients like nappa cabbage shrimp scallops green onions mung bean sprouts egg kimchi also goes really well noodles bulk price amazon offers excellent deal especially people access asian supermarkets perfect food want quick flavorful meal,my favorite spicy korean instant noodles,great for quick meal,0.0
1688,received bag christmas getting close bottom bag looked amazon order soon candies good dark sweet chocolate center tartness jell gumdrop type center made pomegranate juice high quality ingredients corn syrup content seems minor canadian made candies pleasant surprise probably ordering gifts next christmas,best candy,delicious,0.0
1689,honey great orders part subscription sweet nice kick drawback last order amazon stopped using ups using horrible lost twice finally got right third time amazon nice send order order without charging finally got wish could see delivery shipping company hit submit order planning using,great honey horrible shipping experience through,great product,0.06766764161830635
1690,get better deal order subscription amazon three seven month old kittens devour fancy feast almost instantaneously moment serve,better prices on,my favorite,0.0
1691,bad overall mild taste one thing noticed beyond tastes watery frequently make even cups coffees taste fine colombian bit bolder brew larger cup favorite coffee people donut shop,not as good as colombian,not bad,0.11156508007421491
1692,love popcorn one eat house guess amazon place order would really great organic,amish country purple popcorn,great popcorn,0.18393972058572117
1693,sure product opened first three bags almonds seem stale crunchy like second third bags different canceling future orders checking return refund,not so fresh,not the best,0.3333333333333333
1694,huge tea drinker loose tea bagged tea kind tea personally prefer simpler teas without many competing flavors used rub lemons sugar cubes infuse green tea lemon flavor tasted amazing bought tea bags whim gone back easier less mess tastes great many six seven cups day buy mine local grocery store instead online long bigelow makes local grocery store sells continue buy,simple amazing delicious,best tea ever,0.0
1695,known saw corn syrup first ingredient glorified jelly hoped would whole raspberries least pieces filling could find many two cans admittedly purchased use topping cottage cheese instead baked goods terrible capacity prefer comstock pie fillings actual fruit instead bunch congealed syrup update found enjoyed much topping greek yogurt still high sugar enjoy regularly though,terrible,good but not great,0.0
1696,seeds arrived day early seeds fall middle quality totally washed strong peppery flavour like completely raw unwashed seeds contain residue outside shell would prefer seeds totally flavorless washed seeds dark large aromatic seeds pop beautiful earthy peppery flavor almost sticky residue packaging excellent arrive really fast standard shipping,seeds are ok,poor quality,0.0
1697,number health benefits cleansing teas reading recently effective lemon cleansing well search found tea amazon com tastes soooo much better traditional cleansing tea sold company would highly recommend healthy tastes great little honey give shot worth,fantastic cleansing tea,best tea ever,0.3333333333333333
1698,awful good combination flavors actually nice cannot wrong without chocolate coconut texture ruins understand often gluten free baking obstacles overcome bars feel like want cake like wind powdery almost tough time basically sort texture one imagines gluten free product would love almonds presence adds unpleasant feeling bar mouth luckily gluten free imagine would nice pinch though would seek around,not so great,not the same,0.3333333333333333
1699,drink wonderful although caffeine alarming amount great thing drink vitamins drink fairly diluted least ounces water instead ounces flavor right citrus favorite sadly carry costco anymore drinking one zipfizz daily work school huge breeding ground germs viruses sick two years drinking pretty impressive way cheaper cup coffee starbucks,been sick in two years thanks to zipfizz,not the same as the original,0.0
1700,smell fresh hoped cat uninterested trader joe organic catnip comes scratcher smells much potent maybe try different brand,eh,not for my cat,0.0
1701,arrived completely melted strange hot arrived must melted transit even stored,melted,good product,0.0
1702,always looking durable challenging toys dog wanting purchase unsure reading reviews well glad got took figure kept occupied hours chewing rope big surprise dogs supervised toy giving stars supposed instructions none,lasted longer than thought,great toy,0.0
1703,non offensive middle road coffee coffee drinkers probably like exactly memorable either better grocery store variety good high end stuff another reviewer commented reminds mcdonald coffee would agree mcdonald new coffee bad complaint,decent but not great,great coffee,0.18393972058572117
1704,dogs pom loves chew pug normally chew bones absolutely loved elk antlers would chew hours would let definitely buying looks like last long time,elk antler chew,great treat,0.0
1705,outstanding espresso daily drip coffee makers rivals expensive brands robust rich coffee outstanding espresso,supremo is superb,great coffee,0.0
1706,finding reasonably priced quantity fragrant delicious basmati rice delivered door top notch wish could find larger staples buy infrequently,brown basmati,best tea ever,0.0
1707,yeah cheap wire basket made china job glamorous cost much expected cheap wire basket cheap wire basket rust cover entire thing parts legs nespresso machine looks pretty good desk want wire basket sitting next going throw thing get pencil holder something keep pods,received,broken and stale,0.0
1708,easy instructions makes popcorn taste closest movie popcorn came timely mannor buying product,makes great popcorn,great popcorn,0.6065306597126334
1709,good tea one every day afternoon little boost enjoy green tea lot pomegranate flavor use honey mine delicious would definitely recommend,drink it every day,great tea,0.0
1710,tad expensive neater heck really says awesome,miracle berry,great product,0.0
1711,sea salt vinegar definitely worth money want emphasize however fooled believing regular old fried chips taste texture something like cross rice cakes chips say rice cakes something puffed look rice cakes still good salt vinegar nice strong way like portion size pretty generous fellow weight watchers points per bag definitely make satisfying filling snack side sandwich would definitely recommend anyone sick limited flavors baked chips would like something comes wider variety exotic flavors planning trying parmesan garlic next,exactly like traditional potato chips but great substitute,great for breakfast snack,0.09196986029286058
1712,says mixes well bought sample case test waters dont feel bloated anything drink think feel body responding well going finish muscle milk protein bought pay lol finish proteins purchase going stick egg white protein since dont like eating everyone taste buds different may like may dont depending body chemistry responds well egg whites dont personally like far might try strawberry passion protein vanilla kind taste good would suggest protein used athletes people push ups pull ups,taste actually good lol im,good but not great,0.19470019576785122
1713,reviewers said elsewhere walden farms salad dressings walden farms products hit miss everybody taste different would say definitely worth try hit excellent calories fat carbs artificial ingredients miss well move pay close attention pricing items chart ranging reasonable highway robbery shipping charges per bottle would seem mistake refused acknowledge actually defended charge others per bottle free shipping bargain either shipping bottle difficult find much better deals web try com starters probably even better ones,worth try,great product but price is not for amazon,0.0
1714,happened upon chips local discount store thought would give try first chips could really say cannot eat one went back bought left gone thrilled find amazon try disappointed,best chips ever,love these,0.0
1715,ways help sleep since always seem overloaded stress busy schedule yes would probably better served taking yoga class good second choice helps fall asleep stay asleep drank half first night plenty minutes ready bed woke refreshed sleepy drug hangover huge bonus gave product stars packing job marginal best product arrived broken bottles price loss bottles glass wrap one layer small bubbled bubble wrap around case placed larger box extra room move around box big packing fail product awesome,great product to help you sleep,great product,0.1353352832366127
1716,classic black pudding cooks like american sausage patties mild allspice flavor product arrived frozen pack dry ice,irish black pudding,beautiful,0.0
1717,treats small perfect training treats plus dog absolutely loves get distracted dogs walking consistently use reward behavior quickly changes better trainer recommended making small cooked hot dog treats think attractive lot healthier easier use bag seal like nearly well get dried use small ziploc snack bag put walking,excellent training treats,great treats,0.3032653298563167
1718,two dogs love product dumb one found confusing seconds began licking happily product physically similar roll deodorant plastic ball works well last duration product product last long experience dog getting anything chew reaching bag treats think see tendency let dog get several good licks interested weight loss without loosing rewards suppose clever solution otherwise simply best value compared many options,question its value,good for dogs with sensitive stomach problems,0.0
1719,still small boxes rather big bags used able pick london supermarkets cheapest reliable place buy know seems randomly available supermarkets elsewhere often extreme mark ups,way to buy in the us it seems,great product,0.0
1720,turn red right still green probably turn figure ways consume impression taco bell sauce refrigeration almost consistency mayonnaise gave another idea usually make tuna salad mixing mayonnaise hot sauce spices tuna time mixed taco bell sauce incidentally sauce half calories per tablespoon compared mayonnaise tuna salad turned well similar mayonnaise based version pleasantly surprised initial experiments sauce tried chipotle jalapeno versions work equally well find hard tell differences taste one negative contain artificial coloring flavoring lose star account,makes good tuna salad,not so good,0.23884377019126307
1721,like lot allergies different foods preservatives great find pulled chips thought going bland chip tasty spicy strongly flavored either right like thin texture less buck bag pricey products like tend,tasty great for someone with lot of,yummy,0.0
1722,pretty good low calorie potato chips like regular pretzels get sale amazon warehouse make friends,pretty good,good chips,0.5
1723,product arrived time tastes great thanks much price fair nothing additional needs said,customer satisfied,good product,0.0
1724,disagree another reviewer find gritty always natural without added sugar also find sweet nice overpowering taste maple great snack rice cakes,yummy,great taste,0.0
1725,working many best restaurants world tell first hand experience product intended things guessing understand example take fish thin sole cannot actually sear fish get nice flesh without overcooking searing acquire called reaction reaction natural proteins amino acids sugars found meat fish product bring flavor makes huge difference sear thin filets overcook use meat glue glue two filets together thus acquiring nice brown color overcook fish easy peasy get clue comment things understand ignorant mentioned,comments from professional chef,not for my dog,0.0
1726,dislikes little much cocoa flavor kind gives little hint bitter chalkiness occasionally little soapy taste likes kosher organic could taste dates thank god enjoyed brownie like texture predominate coconut chocolate flavor good size bar makes glutton happy bit oily residue bar seems bother people truly heart would definitely buy coconut chocolate bars probably try flavors,liked them,good but not great,0.0
1727,great bargain cats love well normally problems upchucking eating yet kibble bit large soak water anyhow fine campbell,cat food,great product,0.0
1728,children care taste drink like idea drink taste try flavors,not my cup of tea,tastes like plastic,0.0
1729,target longer sells economical favorable cat crystals however though expensive cats love odors kept minimum clean fairly simple never pleasurable task cats rarely day without litter box cleaned,it crystal clear they love it,great for cats,0.0
1730,recently purchased tea tasting bottled version makes refreshing iced tea touch sugar honey,makes delicious iced tea,great tea,0.18393972058572117
1731,three dogs like treats including picky chihuahua saying something right treats fairly large measuring approx observed crumbly eaten treat score line middle broken make two squares smaller dogs like chihuahua dogs enjoy ingredients organic barley organic lamb organic carrots organic apples organic palm oil organic molasses treats certified organic usda contain wheat corn organic barley product new zealand,my dogs like them,my dog loves these,0.25
1732,best thing like sports drink energy drink low calories less caffeine ounces coffee plethora natural anti inflammatory ingredients mitigates aches pains necessary take counter acetaminophen first felt different amp different rushed different scared bit days later tried feel different pain level going constant feel difference feeling better giving year window need get neck spine fused house least cases month,kill sports recovery drink,best ginger ale have tried,0.0
1733,bought use hcg diet makes feel like actually getting chocolate get fake sweet aftertaste think fake sugars added ice ground strawberries seems expensive cheaper amazon grocery stores stores carry flavor brand also lasts pretty long time better deal buy pack look different choices buy free shipping,something different,great taste,0.0
1734,isnt laden sugars oils give store brand peanut butters flavor people familiar fact oil peanut pressed well straight peanut butter without frills personally like besides plenty sugar jelly anyway gonna eat using time time primary use smoothies though powder perfect blends thoroughly dont get aforementioned sugar oil comes using normal peanut butters basically means arent adding junk diet would recommend however planning use exclusively sandwiches concerned lack sweetness try brand like justin instead though pretty much perfect enjoy,tasty and very handy for the health conscious,great for hot or cold,0.10976232721880529
1735,found almond flour best making gluten free treats last night made pizza crust almond flour went quite nicely zucchini bread banana bread made almond flour almost better wheat flour makes nice coating eggplant excellent product amazon competitive price,versatile and gluten free,best gluten free pasta,0.5
1736,rich cheesy popcorn love cheese popcorn tried many different kinds best popcorn far try bag,the best popcorn ever,best popcorn ever,0.7165313105737893
1737,loved bars sine found like reviewers said high fructose corn syrup junk plus find earth best foods snacks nutrients popular brands reasonable price month old likes baby yogurt one lunch plus never grows tired perfect travel,great healthy snack for on the go kids,great snack,0.049787068367863944
1738,great flavor dog love give every day mini bone reward good behavior every day wait happy award,highly recomended,great treat,0.0
1739,remember eating mallomars child delicious treat sweet chocolate coating cookie base soft marshmallow center heavenly problem serving size two cookies calories weight watchers pointsplus cannot stop two cookies start eating want whole box maybe mother stopped bringing home kid,mallomars,the best,0.0
1740,good real fresh mashed potatoes quick easy make gets taste pretty good instant fan instant mashed potatoes good enough pinch making quick meal welcome addition time time,pretty good and very convenient,good stuff,0.11156508007421491
1741,great cereal looking variety textures high fiber love,great item,great taste,0.5
1742,starbucks amazon thinks coffee gold coast labeled morning joe taste like gold coast guess brewing house blend change,not gold coast,not bad,0.3032653298563167
1743,soft food petite cans favored feline haute cuisine products however similarity seems end product flaked rather sliced diced sauce clear oily consistency pot pie cans considerably fluid boy otis eat soft cat food put front unfortunately disappointed response product girl crystal pickier pair usually lick little food sauce abandoning soft food would touch product gratified see product come china problems past year bottom line cats seem like product much soft foods poor response cats means one make rotation,ho hum response,my cats love it,0.0
1744,wal mart used carry lowrey microwave pork rinds pack everybody knows wal marts shelf today mean tomorrow well discontinued carring bummed beyond belief love things done search line found amazon com cannot imagine happy bought cases whole family addicted mention love things microwave minute seconds hot fresh pork rinds much better pork rinds bag potato chip isle thumbs,lowrey microwave pork rinds,best salt vinegar chips,0.0
1745,waste money order directly nespresso nespresso capsules sold amazon marked way much fooled,skip it,dented cans,0.0
1746,grass grew really fast two three cats enjoy toying whether cut put dish leave without creating much mess either way great product cat may love,pretty ridiculous how well this grass works,my cats love this,0.11809163818525367
1747,student rigorous often find hard always stay focus class studying friend recommended decided give try hypersonic energy freaking works classmates using crash jittery feelings would recommend product anyone hypersonic energy works good curious try guy product could definitely use post test celebration,this stuff really works,great for my little tummy,0.0
1748,read many reviews product deciding give try enjoy lemon ginger thought would fair chance would like beverage decided one afternoon instead cup coffee thoughts smelled good hot water added used ounces first sip overwhelmed ginger obviously expected ginger lemon hoping would equal parts one overpower case continued drink cup could thought maybe diluted bit would okay lessened ginger made lemon barely noticeable overall drink bad,interesting beverage but will pass on second cup,not too sweet,0.0
1749,month old months stopped nursing pumping find milk substitute quite bit research best option getting best nutrition important purchase subscribe save son loves milk happy decision switching breastmilk vanilla flavored hemp milk made transition easy,best choice for my son,great for my tummy,0.38940039153570244
1750,planters walnuts indeed delicious however definitely cost efficient purchase online ounce canisters walmart three canisters would cost plus tax heck lot cheaper plus shipping,too expensive,great product,0.0
1751,organic pretzels make great little snack light yet filling like dip mine mustard peanut butter change pace definitely buying,great snack,great tasting,0.5
1752,received tin rishi organic earl grey loose tea gift year ago enjoyed immensely lived abroad become accustomed brewing loose tea well using tea bags love tea much brewed special treat use wish decaffeinated truly enjoyable like weaker tea use maybe less teaspoon per pot aroma great also fact tea organic bonus,rishi tea earl grey organic,great tea for the price,0.2
1753,great service items arrived faster expected efficient use seller highly recommend seller thank excellent service,excellent,great product,0.0
1754,great tasting quick prepare kung pao sauce normally sauce takes longest making kung pao many chinese dishes makes easy like cubed chicken add veggies prefer sprinkle roasted peanuts end easy make tasty dish plus one sauces found high fructose corn syrup getting pack price pretty good deal compared local options win around check uploaded pics full ingredient list,tasty quick sauce,great for quick meal,0.25
1755,like lemon buy tea looking standard earl grey would classify lemon flavored tea earl grey,lemon tea,great tea,0.5
1756,lot reviews say coffee smooth wife disagree think bitter order beans open trying jeremiah products,okay coffee,great coffee,0.5
1757,coconut water tastes far bottled coconut water goes real thing grown settle like bottle packets better open wrapper careful plastic pieces sharp knife still hanging around cut finger lip,as coconut water goes but bottle suck,good but not great,0.11809163818525367
